ID #,State #,District #,State,First Name,Last Name,Party,State and District,Year Entering Congress,Birth Date,Chamber,Gender,Twitter Account,Facebook Account,Wikipedia Data,Congress.gov
103,9,16,Florida,Vern,Buchanan,Republican,Florida 16,2007,"May 8, 1951",Representative,Male,https://www.twitter.com/VernBuchanan,https://www.facebook.com/CongressmanBuchanan/,https://en.wikipedia.org/wiki/Vern_Buchanan,https://www.congress.gov/member/vern-buchanan/B001260
104,9,17,Florida,Tom,Rooney,Republican,Florida 17,2009,"November 21, 1970",Representative,Male,https://www.twitter.com/TomRooney,https://www.facebook.com/reptomrooney/,https://en.wikipedia.org/wiki/Tom_Rooney_(politician),https://www.congress.gov/member/thomas-rooney/R000583
105,9,18,Florida,Brian,Mast,Republican,Florida 18,2017,"July 10, 1980",Representative,Male,https://www.twitter.com/RepBrianMast,https://www.facebook.com/BrianMastFL/,https://en.wikipedia.org/wiki/Brian_Mast,https://www.congress.gov/member/brian-mast/M001199
106,9,19,Florida,Francis,Rooney,Republican,Florida 19,2017,"December 4, 1953",Representative,Male,https://www.twitter.com/RepRooney,https://www.facebook.com/Francis-Rooney-1630804517180066/,https://en.wikipedia.org/wiki/Francis_Rooney,https://www.congress.gov/member/francis-rooney/R000607
107,9,20,Florida,Alcee,Hastings,Democratic,Florida 20,1993,"September 5, 1936",Representative,Male,https://www.twitter.com/RepHastingsFL,https://www.facebook.com/RepHastingsFL/,https://en.wikipedia.org/wiki/Alcee_Hastings,https://www.congress.gov/member/alcee-hastings/H000324
108,9,21,Florida,Ted,Deutch,Democratic,Florida 21,2010,"May 7, 1966",Representative,Male,https://www.twitter.com/RepTedDeutch,https://www.facebook.com/CongressmanTedDeutch/,https://en.wikipedia.org/wiki/Ted_Deutch,https://www.congress.gov/member/theodore-deutch/D000610
109,9,22,Florida,Lois,Frankel,Democratic,Florida 22,2013,"May 16, 1948",Representative,Female,https://www.twitter.com/RepLoisFrankel,https://www.facebook.com/RepLoisFrankel/,https://en.wikipedia.org/wiki/Lois_Frankel,https://www.congress.gov/member/lois-frankel/F000462
110,9,23,Florida,Debbie,Wasserman Schultz,Democratic,Florida 23,2005,"September 27, 1966",Representative,Female,https://www.twitter.com/RepDWStweets,https://www.facebook.com/RepDebbieWassermanSchultz/,https://en.wikipedia.org/wiki/Debbie_Wasserman_Schultz,https://www.congress.gov/member/debbie-wasserman-schultz/W000797
111,9,24,Florida,Frederica,Wilson,Democratic,Florida 24,2011,"November 5, 1942",Representative,Female,https://www.twitter.com/RepWilson,https://www.facebook.com/RepWilson/,https://en.wikipedia.org/wiki/Frederica_Wilson,https://www.congress.gov/member/frederica-wilson/W000808
112,9,25,Florida,Mario,Díaz-Balart,Republican,Florida 25,2003,"September 25, 1961",Representative,Male,https://www.twitter.com/MarioDB,https://www.facebook.com/mdiazbalart/,https://en.wikipedia.org/wiki/Mario_Díaz-Balart,https://www.congress.gov/member/mario-diaz-balart/D000600
113,9,26,Florida,Carlos,Curbelo,Republican,Florida 26,2015,"March 1, 1980",Representative,Male,https://www.twitter.com/RepCurbelo,https://www.facebook.com/RepCurbelo/,https://en.wikipedia.org/wiki/Carlos_Curbelo_(politician),https://www.congress.gov/member/carlos-curbelo/C001107
114,9,27,Florida,Ileana,Ros-Lehtinen,Republican,Florida 27,1989,"July 15, 1952",Representative,Female,https://www.twitter.com/RosLehtinen,https://www.facebook.com/iroslehtinen/,https://en.wikipedia.org/wiki/Ileana_Ros-Lehtinen,https://www.congress.gov/member/ileana-ros-lehtinen/R000435
115,10,1,Georgia,Buddy,Carter,Republican,Georgia 1,2015,"September 6, 1957",Representative,Male,https://www.twitter.com/Rep_BuddyCarter,https://www.facebook.com/CongressmanBuddyCarter/,https://en.wikipedia.org/wiki/Buddy_Carter,https://www.congress.gov/member/earl-carter/C001103
116,10,2,Georgia,Sanford,Bishop,Democratic,Georgia 2,1993,"February 4, 1947",Representative,Male,https://www.twitter.com/SanfordBishop,https://www.facebook.com/sanfordbishop/,https://en.wikipedia.org/wiki/Sanford_Bishop,https://www.congress.gov/member/sanford-bishop/B000490
117,10,3,Georgia,Drew,Ferguson,Republican,Georgia 3,2017,"November 15, 1966",Representative,Male,https://www.twitter.com/RepDrewFerguson,https://www.facebook.com/drewfergusonforcongress/,https://en.wikipedia.org/wiki/Drew_Ferguson_(politician),https://www.congress.gov/member/a-ferguson/F000465
118,10,4,Georgia,Hank,Johnson,Democratic,Georgia 4,2007,"October 2, 1954",Representative,Male,https://www.twitter.com/RepHankJohnson,https://www.facebook.com/RepHankJohnson/,https://en.wikipedia.org/wiki/Hank_Johnson,https://www.congress.gov/member/henry-johnson/J000288
119,10,5,Georgia,John,Lewis,Democratic,Georgia 5,1987,"February 21, 1940",Representative,Male,https://www.twitter.com/RepJohnLewis,https://www.facebook.com/RepJohnLewis/,https://en.wikipedia.org/wiki/John_Lewis_(civil_rights_leader),https://www.congress.gov/member/john-lewis/L000287
120,10,6,Georgia,None,None,None,Georgia 6,None,,Representative,,,,,
121,10,7,Georgia,Rob,Woodall,Republican,Georgia 7,2011,"February 11, 1970",Representative,Male,https://www.twitter.com/RepRobWoodall,https://www.facebook.com/RepRobWoodall/,https://en.wikipedia.org/wiki/Rob_Woodall,https://www.congress.gov/member/rob-woodall/W000810
122,10,8,Georgia,Austin,Scott,Republican,Georgia 8,2011,"December 10, 1969",Representative,Male,https://www.twitter.com/RepDavidScott,https://www.facebook.com/RepAustinScott/,https://en.wikipedia.org/wiki/Austin_Scott_(politician),https://www.congress.gov/member/austin-scott/S001189
123,10,9,Georgia,Doug,Collins,Republican,Georgia 9,2013,"August 16, 1966",Representative,Male,https://www.twitter.com/RepDougCollins,https://www.facebook.com/RepresentativeDougCollins/,https://en.wikipedia.org/wiki/Doug_Collins_(politician),https://www.congress.gov/member/doug-collins/C001093
124,10,10,Georgia,Jody,Hice,Republican,Georgia 10,2015,"April 22, 1960",Representative,Male,https://www.twitter.com/CongressmanHice,https://www.facebook.com/CongressmanJodyHice/,https://en.wikipedia.org/wiki/Jody_Hice,https://www.congress.gov/member/jody-hice/H001071
125,10,11,Georgia,Barry,Loudermilk,Republican,Georgia 11,2015,"December 22, 1963",Representative,Male,https://www.twitter.com/RepLoudermilk,https://www.facebook.com/RepLoudermilk/,https://en.wikipedia.org/wiki/Barry_Loudermilk,https://www.congress.gov/member/barry-loudermilk/L000583
126,10,12,Georgia,Rick,Allen,Republican,Georgia 12,2015,"November 7, 1951",Representative,Male,https://www.twitter.com/RepRickAllen,https://www.facebook.com/CongressmanRickAllen/,https://en.wikipedia.org/wiki/Rick_W._Allen,https://www.congress.gov/member/rick-allen/A000372
127,10,13,Georgia,David,Scott,Democratic,Georgia 13,2003,"June 27, 1945",Representative,Male,https://www.twitter.com/AustinScottGA08,https://www.facebook.com/RepDavidScott/,https://en.wikipedia.org/wiki/David_Scott_(Georgia_politician),https://www.congress.gov/member/david-scott/S001157
128,10,14,Georgia,Tom,Graves,Republican,Georgia 14,2010,"February 3, 1970",Representative,Male,https://www.twitter.com/RepTomGraves,https://www.facebook.com/reptomgraves/,https://en.wikipedia.org/wiki/Tom_Graves,https://www.congress.gov/member/tom-graves/G000560
129,11,1,Hawaii,Colleen,Hanabusa,Democratic,Hawaii 1,2016,"May 4, 1951",Representative,Female,https://www.twitter.com/rephanabusa,https://www.facebook.com/RepColleenHanabusa/,https://en.wikipedia.org/wiki/Colleen_Hanabusa,https://www.congress.gov/member/colleen-hanabusa/H001050
130,11,2,Hawaii,Tulsi,Gabbard,Democratic,Hawaii 2,2013,"April 12, 1981",Representative,Female,https://www.twitter.com/TulsiPress,https://www.facebook.com/RepTulsiGabbard/,https://en.wikipedia.org/wiki/Tulsi_Gabbard,https://www.congress.gov/member/tulsi-gabbard/G000571
131,12,1,Idaho,Raúl,Labrador,Republican,Idaho 1,2011,"December 8, 1967",Representative,Male,https://www.twitter.com/Raul_Labrador,https://www.facebook.com/raul.r.labrador/,https://en.wikipedia.org/wiki/Raúl_Labrador,https://www.congress.gov/member/raul-labrador/L000573
132,12,2,Idaho,Mike,Simpson,Republican,Idaho 2,1999,"September 8, 1950",Representative,Male,https://www.twitter.com/CongMikeSimpson,https://www.facebook.com/Mike-Simpson-96007744606/,https://en.wikipedia.org/wiki/Mike_Simpson,https://www.congress.gov/member/michael-simpson/S001148
133,13,1,Illinois,Bobby,Rush,Democratic,Illinois 1,1993,"November 23, 1946",Representative,Male,https://www.twitter.com/RepBobbyRush,https://www.facebook.com/congressmanbobbyrush/,https://en.wikipedia.org/wiki/Bobby_Rush,https://www.congress.gov/member/bobby-rush/R000515
134,13,2,Illinois,Robin,Kelly,Democratic,Illinois 2,2013,"April 30, 1956",Representative,Female,https://www.twitter.com/RepRobinKelly,https://www.facebook.com/reprobinkelly/,https://en.wikipedia.org/wiki/Robin_Kelly,https://www.congress.gov/member/robin-kelly/K000385
135,13,3,Illinois,Dan,Lipinski,Democratic,Illinois 3,2005,"July 15, 1966",Representative,Male,https://www.twitter.com/RepLipinski,https://www.facebook.com/repdanlipinski/,https://en.wikipedia.org/wiki/Dan_Lipinski,https://www.congress.gov/member/daniel-lipinski/L000563
136,13,4,Illinois,Luis,Gutiérrez,Democratic,Illinois 4,1993,"December 10, 1953",Representative,Male,https://www.twitter.com/RepGutierrez,https://www.facebook.com/RepGutierrez/,https://en.wikipedia.org/wiki/Luis_Gutiérrez,https://www.congress.gov/member/luis-gutierrez/G000535
137,13,5,Illinois,Mike,Quigley,Democratic,Illinois 5,2009,"October 17, 1958",Representative,Male,https://www.twitter.com/RepMikeQuigley,https://www.facebook.com/repmikequigley/,https://en.wikipedia.org/wiki/Mike_Quigley_(politician),https://www.congress.gov/member/mike-quigley/Q000023
138,13,6,Illinois,Peter,Roskam,Republican,Illinois 6,2007,"September 13, 1961",Representative,Male,https://www.twitter.com/PeterRoskam,https://www.facebook.com/PeterRoskam/,https://en.wikipedia.org/wiki/Peter_Roskam,https://www.congress.gov/member/peter-roskam/R000580
139,13,7,Illinois,Danny,Davis,Democratic,Illinois 7,1997,"September 6, 1941",Representative,Male,https://www.twitter.com/RepDannyDavis,https://www.facebook.com/CongressmanDKDavis/,https://en.wikipedia.org/wiki/Danny_K._Davis,https://www.congress.gov/member/danny-davis/D000096
140,13,8,Illinois,Raja,Krishnamoorthi,Democratic,Illinois 8,2017,"July 19, 1973",Representative,Male,https://www.twitter.com/congressmanraja,https://www.facebook.com/CongressmanRaja/,https://en.wikipedia.org/wiki/Raja_Krishnamoorthi,https://www.congress.gov/member/raja-krishnamoorthi/K000391
141,13,9,Illinois,Jan,Schakowsky,Democratic,Illinois 9,1999,"May 26, 1944",Representative,Female,https://www.twitter.com/JanSchakowsky,https://www.facebook.com/janschakowsky/,https://en.wikipedia.org/wiki/Jan_Schakowsky,https://www.congress.gov/member/janice-schakowsky/S001145
142,13,10,Illinois,Brad,Schneider,Democratic,Illinois 10,2017,"August 20, 1961",Representative,Male,https://www.twitter.com/repschneider,https://www.facebook.com/CongressmanBradSchneider/,https://en.wikipedia.org/wiki/Brad_Schneider,https://www.congress.gov/member/bradley-schneider/S001190
143,13,11,Illinois,Bill,Foster,Democratic,Illinois 11,2013,"October 7, 1955",Representative,Male,https://www.twitter.com/RepBillFoster,https://www.facebook.com/CongressmanBillFoster/,https://en.wikipedia.org/wiki/Bill_Foster_(politician),https://www.congress.gov/member/bill-foster/F000454
144,13,12,Illinois,Mike,Bost,Republican,Illinois 12,2015,"December 30, 1960",Representative,Male,https://www.twitter.com/CongressmanBost,https://www.facebook.com/RepBost/,https://en.wikipedia.org/wiki/Mike_Bost,https://www.congress.gov/member/mike-bost/B001295
145,13,13,Illinois,Rodney,Davis,Republican,Illinois 13,2013,"January 5, 1970",Representative,Male,https://www.twitter.com/RodneyDavis,https://www.facebook.com/RepRodneyDavis/,https://en.wikipedia.org/wiki/Rodney_Davis_(politician),https://www.congress.gov/member/rodney-davis/D000619
146,13,14,Illinois,Randy,Hultgren,Republican,Illinois 14,2011,"March 1, 1966",Representative,Male,https://www.twitter.com/RepHultgren,https://www.facebook.com/RepHultgren/,https://en.wikipedia.org/wiki/Randy_Hultgren,https://www.congress.gov/member/randy-hultgren/H001059
147,13,15,Illinois,John,Shimkus,Republican,Illinois 15,1997,"February 21, 1958",Representative,Male,https://www.twitter.com/RepShimkus,https://www.facebook.com/repshimkus/,https://en.wikipedia.org/wiki/John_Shimkus,https://www.congress.gov/member/john-shimkus/S000364
148,13,16,Illinois,Adam,Kinzinger,Republican,Illinois 16,2011,"February 27, 1978",Representative,Male,https://www.twitter.com/RebKinzinger,https://www.facebook.com/RepKinzinger/,https://en.wikipedia.org/wiki/Adam_Kinzinger,https://www.congress.gov/member/adam-kinzinger/K000378
149,13,17,Illinois,Cheri,Bustos,Democratic,Illinois 17,2013,"October 17, 1961",Representative,Female,https://www.twitter.com/RepCheri,https://www.facebook.com/RepCheri/,https://en.wikipedia.org/wiki/Cheri_Bustos,https://www.congress.gov/member/cheri-bustos/B001286
150,13,18,Illinois,Darin,LaHood,Republican,Illinois 18,2015,"July 5, 1968",Representative,Male,https://www.twitter.com/RepLaHood,https://www.facebook.com/replahood/,https://en.wikipedia.org/wiki/Darin_LaHood,https://www.congress.gov/member/darin-lahood/L000585
151,14,1,Indiana,Pete,Visclosky,Democratic,Indiana 1,1985,"August 13, 1949",Representative,Male,https://www.twitter.com/RepVisclosky,https://www.facebook.com/repvisclosky/,https://en.wikipedia.org/wiki/Pete_Visclosky,https://www.congress.gov/member/peter-visclosky/V000108
152,14,2,Indiana,Jackie,Walorski,Republican,Indiana 2,2013,"August 13, 1963",Representative,Female,https://www.twitter.com/RepWalorski,https://www.facebook.com/RepJackieWalorski/,https://en.wikipedia.org/wiki/Jackie_Walorski,https://www.congress.gov/member/jackie-walorski/W000813
153,14,3,Indiana,Jim,Banks,Republican,Indiana 3,2017,"July 16, 1979",Representative,Male,https://www.twitter.com/RepJimBanks,https://www.facebook.com/RepJimBanks/,https://en.wikipedia.org/wiki/Jim_Banks,https://www.congress.gov/member/jim-banks/B001299
154,14,4,Indiana,Todd,Rokita,Republican,Indiana 4,2011,"February 9, 1970",Representative,Male,https://www.twitter.com/TodRokita,https://www.facebook.com/RepToddRokita/,https://en.wikipedia.org/wiki/Todd_Rokita,https://www.congress.gov/member/todd-rokita/R000592
155,14,5,Indiana,Susan,Brooks,Republican,Indiana 5,2013,"August 25, 1960",Representative,Female,https://www.twitter.com/SusanWBrooks,https://www.facebook.com/CongresswomanSusanWBrooks/,https://en.wikipedia.org/wiki/Susan_Brooks,https://www.congress.gov/member/susan-brooks/B001284
156,14,6,Indiana,Luke,Messer,Republican,Indiana 6,2013,"February 27, 1969",Representative,Male,https://www.twitter.com/RepLukeMesser,https://www.facebook.com/RepLukeMesser/,https://en.wikipedia.org/wiki/Luke_Messer,https://www.congress.gov/member/luke-messer/M001189
157,14,7,Indiana,André,Carson,Democratic,Indiana 7,2008,"October 16, 1974",Representative,Male,https://www.twitter.com/RepAndreCarson,https://www.facebook.com/CongressmanAndreCarson/,https://en.wikipedia.org/wiki/André_Carson,https://www.congress.gov/member/andre-carson/C001072
158,14,8,Indiana,Larry,Bucshon,Republican,Indiana 8,2011,"May 31, 1962",Representative,Male,https://www.twitter.com/RepLarryBucshon,https://www.facebook.com/RepLarryBucshon/,https://en.wikipedia.org/wiki/Larry_Bucshon,https://www.congress.gov/member/larry-bucshon/B001275
159,14,9,Indiana,Trey,Hollingsworth,Republican,Indiana 9,2017,"September 12, 1983",Representative,Male,https://www.twitter.com/RepTrey,https://www.facebook.com/RepTrey/,https://en.wikipedia.org/wiki/Trey_Hollingsworth,https://www.congress.gov/member/trey-hollingsworth/H001074
160,15,1,Iowa,Rod,Blum,Republican,Iowa 1,2015,"April 26, 1955",Representative,Male,https://www.twitter.com/RepRodBlum,https://www.facebook.com/congressmanrodblum/,https://en.wikipedia.org/wiki/Rod_Blum,https://www.congress.gov/member/rod-blum/B001294
161,15,2,Iowa,Dave,Loebsack,Democratic,Iowa 2,2007,"December 23, 1952",Representative,Male,https://www.twitter.com/DaveLoebsack,https://www.facebook.com/DaveLoebsack/,https://en.wikipedia.org/wiki/Dave_Loebsack,https://www.congress.gov/member/david-loebsack/L000565
162,15,3,Iowa,David,Young,Republican,Iowa 3,2015,"May 11, 1968",Representative,Male,https://www.twitter.com/RepDavidYoung,https://www.facebook.com/RepDavidYoung/,https://en.wikipedia.org/wiki/David_Young_(Iowa_politician),https://www.congress.gov/member/david-young/Y000066
163,15,4,Iowa,Steve,King,Republican,Iowa 4,2003,"May 28, 1949",Representative,Male,https://www.twitter.com/SteveKingIA,https://www.facebook.com/SteveKingIA/,https://en.wikipedia.org/wiki/Steve_King,https://www.congress.gov/member/steve-king/K000362
164,16,1,Kansas,Roger,Marshall,Republican,Kansas 1,2017,"August 9, 1960",Representative,Male,https://www.twitter.com/RogerMarshallMD,https://www.facebook.com/RogerMarshallMD/,https://en.wikipedia.org/wiki/Roger_Marshall_(politician),https://www.congress.gov/member/roger-marshall/M001198
165,16,2,Kansas,Lynn,Jenkins,Republican,Kansas 2,2009,"June 10, 1963",Representative,Female,https://www.twitter.com/RepLynnJenkins,https://www.facebook.com/replynnjenkins/,https://en.wikipedia.org/wiki/Lynn_Jenkins,https://www.congress.gov/member/lynn-jenkins/J000290
166,16,3,Kansas,Kevin,Yoder,Republican,Kansas 3,2011,"January 8, 1976",Representative,Male,https://www.twitter.com/RepKevinYoder,https://www.facebook.com/CongressmanKevinYoder/,https://en.wikipedia.org/wiki/Kevin_Yoder,https://www.congress.gov/member/kevin-yoder/Y000063
167,16,4,Kansas,Ron,Estes,Republican,Kansas 4,2017,"July 19, 1956",Representative,Male,https://www.twitter.com/RepRonEstes,https://www.facebook.com/ronesteskansas/,https://en.wikipedia.org/wiki/Ron_Estes,https://www.congress.gov/member/ron-estes/E000298
168,17,1,Kentucky,James,Comer,Republican,Kentucky 1,2016,"August 19, 1972",Representative,Male,https://www.twitter.com/KYComer,https://www.facebook.com/CongressmanComer/,https://en.wikipedia.org/wiki/James_Comer_(politician),https://www.congress.gov/member/james-comer/C001108
169,17,2,Kentucky,Brett,Guthrie,Republican,Kentucky 2,2009,"February 18, 1964",Representative,Male,https://www.twitter.com/RepGuthrie,https://www.facebook.com/CongressmanGuthrie/,https://en.wikipedia.org/wiki/Brett_Guthrie,https://www.congress.gov/member/brett-guthrie/G000558
170,17,3,Kentucky,John,Yarmuth,Democratic,Kentucky 3,2007,"November 4, 1947",Representative,Male,https://www.twitter.com/RepJohYarmuth,https://www.facebook.com/RepJohnYarmuth/,https://en.wikipedia.org/wiki/John_Yarmuth,https://www.congress.gov/member/john-yarmuth/Y000062
171,17,4,Kentucky,Thomas,Massie,Republican,Kentucky 4,2012,"January 13, 1971",Representative,Male,https://www.twitter.com/RepThomasMassie,https://www.facebook.com/RepThomasMassie/,https://en.wikipedia.org/wiki/Thomas_Massie,https://www.congress.gov/member/thomas-massie/M001184
172,17,5,Kentucky,Hal,Rogers,Republican,Kentucky 5,1981,"December 31, 1937",Representative,Male,https://www.twitter.com/RepHalRogers,https://www.facebook.com/CongressmanHalRogers/,https://en.wikipedia.org/wiki/Hal_Rogers,https://www.congress.gov/member/harold-rogers/R000395
173,17,6,Kentucky,Andy,Barr,Republican,Kentucky 6,2013,"July 24, 1973",Representative,Male,https://www.twitter.com/RepAndyBarr,https://www.facebook.com/RepAndyBarr/,https://en.wikipedia.org/wiki/Andy_Barr_(U.S._politician),https://www.congress.gov/member/andy-barr/B001282
174,18,1,Louisiana,Steve,Scalise,Republican,Louisiana 1,2008,"October 6, 1965",Representative,Male,https://www.twitter.com/SteveScalise,https://www.facebook.com/RepSteveScalise/,https://en.wikipedia.org/wiki/Steve_Scalise,https://www.congress.gov/member/steve-scalise/S001176
175,18,2,Louisiana,Cedric,Richmond,Democratic,Louisiana 2,2011,"September 13, 1973",Representative,Male,https://www.twitter.com/RepRichmond,https://www.facebook.com/RepRichmond/,https://en.wikipedia.org/wiki/Cedric_Richmond,https://www.congress.gov/member/cedric-richmond/R000588
176,18,3,Louisiana,Clay,Higgins,Republican,Louisiana 3,2017,"August 24, 1961",Representative,Male,https://www.twitter.com/CaptClayHiggins,https://www.facebook.com/CongressmanClayHiggins/,https://en.wikipedia.org/wiki/Clay_Higgins,https://www.congress.gov/member/clay-higgins/H001077
177,18,4,Louisiana,Mike,Johnson,Republican,Louisiana 4,2017,"January 30, 1972",Representative,Male,https://www.twitter.com/RepMikeJohnson,https://www.facebook.com/RepMikeJohnson/,https://en.wikipedia.org/wiki/Mike_Johnson_(Louisiana_politician),https://www.congress.gov/member/mike-johnson/J000299
178,18,5,Louisiana,Ralph,Abraham,Republican,Louisiana 5,2015,"September 16, 1954",Representative,Male,https://www.twitter.com/CongressmanRalphAbraham,https://www.facebook.com/CongressmanRalphAbraham/,https://en.wikipedia.org/wiki/Ralph_Abraham_(politician),https://www.congress.gov/member/ralph-abraham/A000374
179,18,6,Louisiana,Garret,Graves,Republican,Louisiana 6,2015,"January 31, 1972",Representative,Male,https://www.twitter.com/RepGarretGraves,https://www.facebook.com/CongressmanGarretGraves,https://en.wikipedia.org/wiki/Garret_Graves,https://www.congress.gov/member/garret-graves/G000577
180,19,1,Maine,Chellie,Pingree,Democratic,Maine 1,2009,"April 2, 1955",Representative,Female,https://www.twitter.com/chelliepingree,https://www.facebook.com/ChelliePingree/,https://en.wikipedia.org/wiki/Chellie_Pingree,https://www.congress.gov/member/chellie-pingree/P000597
181,19,2,Maine,Bruce,Poliquin,Republican,Maine 2,2015,"November 1, 1953",Representative,Male,https://www.twitter.com/RepPoliquin,https://www.facebook.com/BrucePoliquin/,https://en.wikipedia.org/wiki/Bruce_Poliquin,https://www.congress.gov/member/bruce-poliquin/P000611
182,20,1,Maryland,Andy,Harris,Republican,Maryland 1,2011,"January 25, 1957",Representative,Male,https://www.twitter.com/RepAndyHarrisMD,https://www.facebook.com/AndyHarrisMD/,https://en.wikipedia.org/wiki/Andy_Harris_(politician),https://www.congress.gov/member/andy-harris/H001052
183,20,2,Maryland,Dutch,Ruppersberger,Democratic,Maryland 2,2003,"January 31, 1946",Representative,Male,https://www.twitter.com/Call_Me_Dutch,https://www.facebook.com/DutchRupp/,https://en.wikipedia.org/wiki/Dutch_Ruppersberger,https://www.congress.gov/member/c-a-ruppersberger/R000576
184,20,3,Maryland,John,Sarbanes,Democratic,Maryland 3,2007,"May 22, 1962",Representative,Male,https://www.twitter.com/RepSarbanes,https://www.facebook.com/RepSarbanes/,https://en.wikipedia.org/wiki/John_Sarbanes,https://www.congress.gov/member/john-sarbanes/S001168
185,20,4,Maryland,Anthony,Brown,Democratic,Maryland 4,2017,"November 21, 1961",Representative,Male,https://www.twitter.com/AnthonyBrownMD4,https://www.facebook.com/AnthonyBrown.Maryland/,https://en.wikipedia.org/wiki/Anthony_G._Brown,https://www.congress.gov/member/anthony-brown/B001304
186,20,5,Maryland,Steny,Hoyer,Democratic,Maryland 5,1981,"June 14, 1939",Representative,Male,https://www.twitter.com/WhipHoyer,https://www.facebook.com/WhipHoyer/,https://en.wikipedia.org/wiki/Steny_Hoyer,https://www.congress.gov/member/steny-hoyer/H000874
187,20,6,Maryland,John,Delaney,Democratic,Maryland 6,2013,"April 16, 1963",Representative,Male,https://www.twitter.com/RepJohnDelaney,https://www.facebook.com/congressmanjohndelaney/,https://en.wikipedia.org/wiki/John_Delaney_(Maryland_politician),https://www.congress.gov/member/john-delaney/D000620
188,20,7,Maryland,Elijah,Cummings,Democratic,Maryland 7,1996,"January 18, 1951",Representative,Male,https://www.twitter.com/RepCummings,https://www.facebook.com/elijahcummings/,https://en.wikipedia.org/wiki/Elijah_Cummings,https://www.congress.gov/member/elijah-cummings/C000984
189,20,8,Maryland,Jamie,Raskin,Democratic,Maryland 8,2017,"December 13, 1962",Representative,Male,https://www.twitter.com/repraskin,https://www.facebook.com/RepRaskin/,https://en.wikipedia.org/wiki/Jamie_Raskin,https://www.congress.gov/member/jamie-raskin/R000606
190,21,1,Massachusetts,Richard,Neal,Democratic,Massachusetts 1,1989,"February 14, 1949",Representative,Male,https://www.twitter.com/RepRichardNeal,https://www.facebook.com/reprichardneal/,https://en.wikipedia.org/wiki/Richard_Neal,https://www.congress.gov/member/richard-neal/N000015
191,21,2,Massachusetts,Jim,McGovern,Democratic,Massachusetts 2,1997,"November 20, 1959",Representative,Male,https://www.twitter.com/RepMcGovern,https://www.facebook.com/RepJimMcGovern/,https://en.wikipedia.org/wiki/Jim_McGovern_(U.S._politician),https://www.congress.gov/member/james-mcgovern/M000312
192,21,3,Massachusetts,Niki,Tsongas,Democratic,Massachusetts 3,2007,"April 26, 1946",Representative,Female,https://www.twitter.com/nikiinthehouse,https://www.facebook.com/RepTsongas/,https://en.wikipedia.org/wiki/Niki_Tsongas,https://www.congress.gov/member/niki-tsongas/T000465
193,21,4,Massachusetts,Joseph,Kennedy III,Democratic,Massachusetts 4,2013,"October 4, 1980",Representative,Male,https://www.twitter.com/RepJoeKennedy,https://www.facebook.com/CongressmanJoeKennedyIII/,https://en.wikipedia.org/wiki/Joseph_P._Kennedy_III,https://www.congress.gov/member/joseph-kennedy/K000379
194,21,5,Massachusetts,Katherine,Clark,Democratic,Massachusetts 5,2013,"July 17, 1963",Representative,Female,https://www.twitter.com/RepKClark,https://www.facebook.com/CongresswomanClark/,https://en.wikipedia.org/wiki/Katherine_Clark,https://www.congress.gov/member/katherine-clark/C001101
195,21,6,Massachusetts,Seth,Moulton,Democratic,Massachusetts 6,2015,"October 24, 1978",Representative,Male,https://www.twitter.com/TeamMoulton,https://www.facebook.com/RepMoulton/,https://en.wikipedia.org/wiki/Seth_Moulton,https://www.congress.gov/member/seth-moulton/M001196
196,21,7,Massachusetts,Mike,Capuano,Democratic,Massachusetts 7,1999,"January 9, 1952",Representative,Male,https://www.twitter.com/MikeCapuano,https://www.facebook.com/RepMichaelCapuano/,https://en.wikipedia.org/wiki/Mike_Capuano,https://www.congress.gov/member/michael-capuano/C001037
197,21,8,Massachusetts,Stephen,Lynch,Democratic,Massachusetts 8,2001,"March 31, 1955",Representative,Male,https://www.twitter.com/RepStephLynch,https://www.facebook.com/repstephenlynch/,https://en.wikipedia.org/wiki/Stephen_F._Lynch,https://www.congress.gov/member/stephen-lynch/L000562
198,21,9,Massachusetts,Bill,Keating,Democratic,Massachusetts 9,2011,"September 6, 1952",Representative,Male,https://www.twitter.com/USRepKeating,https://www.facebook.com/USRepKeating/,https://en.wikipedia.org/wiki/Bill_Keating_(politician),https://www.congress.gov/member/william-keating/K000375
199,22,1,Michigan,Jack,Bergman,Republican,Michigan 1,2017,"February 2, 1947",Representative,Male,https://www.twitter.com/RepJackBergman,https://www.facebook.com/RepJackBergman/,https://en.wikipedia.org/wiki/Jack_Bergman,https://www.congress.gov/member/jack-bergman/B001301
200,22,2,Michigan,Bill,Huizenga,Republican,Michigan 2,2011,"January 31, 1969",Representative,Male,https://www.twitter.com/RepHuizenga,https://www.facebook.com/rephuizenga/,https://en.wikipedia.org/wiki/Bill_Huizenga,https://www.congress.gov/member/bill-huizenga/H001058
201,22,3,Michigan,Justin,Amash,Republican,Michigan 3,2011,"April 18, 1980",Representative,Male,https://www.twitter.com/justinamash,https://www.facebook.com/justinamash/,https://en.wikipedia.org/wiki/Justin_Amash,https://www.congress.gov/member/justin-amash/A000367
202,22,4,Michigan,John,Moolenaar,Republican,Michigan 4,2015,"May 8, 1961",Representative,Male,https://www.twitter.com/RepMoolenaar,https://www.facebook.com/RepMoolenaar/,https://en.wikipedia.org/wiki/John_Moolenaar,https://www.congress.gov/member/john-moolenaar/M001194
